Level,Date,NoOfVacancies,SkillLevel,State,Title
2,01/10/2006,442.58,2,ACT,ACT skill level 2
2,01/10/2006,243.87,3,ACT,ACT skill level 3
2,01/10/2006,815.99,4,ACT,ACT skill level 4
2,01/10/2006,552.8,5,ACT,ACT skill level 5
0,01/10/2007,285892.97,0,AUST,AUSTRALIAN TOTAL
2,01/10/2007,94615.64,1,AUST,Australia skill level 1
2,01/10/2007,23653.7,2,AUST,Australia skill level 2
2,01/10/2007,30452.92,3,AUST,Australia skill level 3
2,01/10/2007,83632.21,4,AUST,Australia skill level 4
2,01/10/2007,53352.76,5,AUST,Australia skill level 5
1,01/10/2007,96913.56,0,NSW,NSW TOTAL
2,01/10/2007,37726.3,1,NSW,NSW skill level 1
2,01/10/2007,7595.13,2,NSW,NSW skill level 2
2,01/10/2007,9261.22,3,NSW,NSW skill level 3
2,01/10/2007,27561.63,4,NSW,NSW skill level 4
2,01/10/2007,14814.21,5,NSW,NSW skill level 5
1,01/10/2007,66263.27,0,VIC,VIC TOTAL
2,01/10/2007,21270.34,1,VIC,VIC skill level 1
2,01/10/2007,5163.18,2,VIC,VIC skill level 2
2,01/10/2007,7123.03,3,VIC,VIC skill level 3
2,01/10/2007,19706.81,4,VIC,VIC skill level 4
2,01/10/2007,12561.44,5,VIC,VIC skill level 5
1,01/10/2007,68616.93,0,QLD,QLD TOTAL
2,01/10/2007,19218.28,1,QLD,QLD skill level 1
2,01/10/2007,6186.18,2,QLD,QLD skill level 2
2,01/10/2007,8324.89,3,QLD,QLD skill level 3
2,01/10/2007,19957.19,4,QLD,QLD skill level 4
2,01/10/2007,14788.35,5,QLD,QLD skill level 5
1,01/10/2007,15949.96,0,SA,SA TOTAL
2,01/10/2007,4127.63,1,SA,SA skill level 1
2,01/10/2007,1305.87,2,SA,SA skill level 2
2,01/10/2007,1862.28,3,SA,SA skill level 3
2,01/10/2007,4719.02,4,SA,SA skill level 4
2,01/10/2007,3951.45,5,SA,SA skill level 5
1,01/10/2007,27012.21,0,WA,WA TOTAL
2,01/10/2007,8875.57,1,WA,WA skill level 1
2,01/10/2007,2435.38,2,WA,WA skill level 2
2,01/10/2007,2764.37,3,WA,WA skill level 3
2,01/10/2007,8112.49,4,WA,WA skill level 4
2,01/10/2007,4726.47,5,WA,WA skill level 5
1,01/10/2007,3269.16,0,TAS,TAS TOTAL
2,01/10/2007,673.99,1,TAS,TAS skill level 1
2,01/10/2007,196.33,2,TAS,TAS skill level 2
2,01/10/2007,338.47,3,TAS,TAS skill level 3
2,01/10/2007,976.47,4,TAS,TAS skill level 4
2,01/10/2007,1067.12,5,TAS,TAS skill level 5
1,01/10/2007,3689.82,0,NT,NT TOTAL
2,01/10/2007,797,1,NT,NT skill level 1
2,01/10/2007,313.76,2,NT,NT skill level 2
2,01/10/2007,541.26,3,NT,NT skill level 3
2,01/10/2007,1141.93,4,NT,NT skill level 4
2,01/10/2007,904.96,5,NT,NT skill level 5
1,01/10/2007,4334.15,0,ACT,ACT TOTAL
2,01/10/2007,2058.58,1,ACT,ACT skill level 1
2,01/10/2007,453.87,2,ACT,ACT skill level 2
2,01/10/2007,326.49,3,ACT,ACT skill level 3
2,01/10/2007,987.9,4,ACT,ACT skill level 4
2,01/10/2007,569.63,5,ACT,ACT skill level 5
0,01/10/2008,249683.91,0,AUST,AUSTRALIAN TOTAL
2,01/10/2008,95538.28,1,AUST,Australia skill level 1
2,01/10/2008,23676.29,2,AUST,Australia skill level 2
2,01/10/2008,26699.61,3,AUST,Australia skill level 3
2,01/10/2008,63634.56,4,AUST,Australia skill level 4
2,01/10/2008,40919.97,5,AUST,Australia skill level 5
1,01/10/2008,78111.86,0,NSW,NSW TOTAL
2,01/10/2008,33190.06,1,NSW,NSW skill level 1
2,01/10/2008,6490.57,2,NSW,NSW skill level 2
2,01/10/2008,7663.53,3,NSW,NSW skill level 3
2,01/10/2008,19492,4,NSW,NSW skill level 4
2,01/10/2008,11384.55,5,NSW,NSW skill level 5
1,01/10/2008,57928.8,0,VIC,VIC TOTAL
2,01/10/2008,21133.5,1,VIC,VIC skill level 1
2,01/10/2008,5273.42,2,VIC,VIC skill level 2
2,01/10/2008,6130.86,3,VIC,VIC skill level 3
2,01/10/2008,15224.98,4,VIC,VIC skill level 4
2,01/10/2008,9943.59,5,VIC,VIC skill level 5
1,01/10/2008,59129.21,0,QLD,QLD TOTAL
2,01/10/2008,20498.32,1,QLD,QLD skill level 1
2,01/10/2008,6433.42,2,QLD,QLD skill level 2
2,01/10/2008,6968.44,3,QLD,QLD skill level 3
2,01/10/2008,14961.72,4,QLD,QLD skill level 4
2,01/10/2008,10516.44,5,QLD,QLD skill level 5
1,01/10/2008,14335.78,0,SA,SA TOTAL
2,01/10/2008,4042.94,1,SA,SA skill level 1
2,01/10/2008,1146.86,2,SA,SA skill level 2
2,01/10/2008,1760.02,3,SA,SA skill level 3
2,01/10/2008,4101.68,4,SA,SA skill level 4
2,01/10/2008,3311.7,5,SA,SA skill level 5
1,01/10/2008,29050.73,0,WA,WA TOTAL
2,01/10/2008,12022.8,1,WA,WA skill level 1
2,01/10/2008,3052.8,2,WA,WA skill level 2
2,01/10/2008,3205.64,3,WA,WA skill level 3
2,01/10/2008,6882.39,4,WA,WA skill level 4
2,01/10/2008,3837.98,5,WA,WA skill level 5
1,01/10/2008,2579.63,0,TAS,TAS TOTAL
2,01/10/2008,624.2,1,TAS,TAS skill level 1
2,01/10/2008,179.33,2,TAS,TAS skill level 2
2,01/10/2008,283.28,3,TAS,TAS skill level 3
2,01/10/2008,679.22,4,TAS,TAS skill level 4
2,01/10/2008,814.38,5,TAS,TAS skill level 5
1,01/10/2008,3497.95,0,NT,NT TOTAL
2,01/10/2008,1012.08,1,NT,NT skill level 1
2,01/10/2008,376.81,2,NT,NT skill level 2
2,01/10/2008,476.16,3,NT,NT skill level 3
2,01/10/2008,1012.89,4,NT,NT skill level 4
2,01/10/2008,642.46,5,NT,NT skill level 5
1,01/10/2008,5321.12,0,ACT,ACT TOTAL
2,01/10/2008,2760.96,1,ACT,ACT skill level 1
2,01/10/2008,663.09,2,ACT,ACT skill level 2
2,01/10/2008,337.21,3,ACT,ACT skill level 3
2,01/10/2008,1058.27,4,ACT,ACT skill level 4
2,01/10/2008,578.21,5,ACT,ACT skill level 5
0,01/10/2009,166458.86,0,AUST,AUSTRALIAN TOTAL
2,01/10/2009,58070.39,1,AUST,Australia skill level 1
2,01/10/2009,15059.42,2,AUST,Australia skill level 2
2,01/10/2009,19132.64,3,AUST,Australia skill level 3
2,01/10/2009,44329.8,4,AUST,Australia skill level 4
2,01/10/2009,29916.44,5,AUST,Australia skill level 5
1,01/10/2009,53701.23,0,NSW,NSW TOTAL
2,01/10/2009,21194.34,1,NSW,NSW skill level 1
2,01/10/2009,4509.68,2,NSW,NSW skill level 2
2,01/10/2009,5487.47,3,NSW,NSW skill level 3
2,01/10/2009,13579.43,4,NSW,NSW skill level 4
2,01/10/2009,8826.11,5,NSW,NSW skill level 5
1,01/10/2009,40271.78,0,VIC,VIC TOTAL
2,01/10/2009,13885.24,1,VIC,VIC skill level 1
2,01/10/2009,3564.31,2,VIC,VIC skill level 2
2,01/10/2009,4582.07,3,VIC,VIC skill level 3
2,01/10/2009,10754.15,4,VIC,VIC skill level 4
2,01/10/2009,7315.16,5,VIC,VIC skill level 5
1,01/10/2009,35636.34,0,QLD,QLD TOTAL
2,01/10/2009,10845.86,1,QLD,QLD skill level 1
2,01/10/2009,3417.39,2,QLD,QLD skill level 2
2,01/10/2009,4738.33,3,QLD,QLD skill level 3
2,01/10/2009,9786.93,4,QLD,QLD skill level 4
2,01/10/2009,6832.24,5,QLD,QLD skill level 5
1,01/10/2009,11113.66,0,SA,SA TOTAL
2,01/10/2009,2608.53,1,SA,SA skill level 1
2,01/10/2009,934.12,2,SA,SA skill level 2
2,01/10/2009,1519.83,3,SA,SA skill level 3
2,01/10/2009,3271.97,4,SA,SA skill level 4
2,01/10/2009,2735.5,5,SA,SA skill level 5
1,01/10/2009,16682.6,0,WA,WA TOTAL
2,01/10/2009,5856.3,1,WA,WA skill level 1
2,01/10/2009,1579.88,2,WA,WA skill level 2
2,01/10/2009,1873.1,3,WA,WA skill level 3
2,01/10/2009,4516.62,4,WA,WA skill level 4
2,01/10/2009,2735.91,5,WA,WA skill level 5
1,01/10/2009,2100.03,0,TAS,TAS TOTAL
2,01/10/2009,566.7,1,TAS,TAS skill level 1
2,01/10/2009,190.97,2,TAS,TAS skill level 2
2,01/10/2009,252.85,3,TAS,TAS skill level 3
2,01/10/2009,563.71,4,TAS,TAS skill level 4
2,01/10/2009,531.52,5,TAS,TAS skill level 5
1,01/10/2009,3399.02,0,NT,NT TOTAL
2,01/10/2009,1011.1,1,NT,NT skill level 1
2,01/10/2009,366.74,2,NT,NT skill level 2
2,01/10/2009,466.39,3,NT,NT skill level 3
2,01/10/2009,996.92,4,NT,NT skill level 4
2,01/10/2009,564.68,5,NT,NT skill level 5
1,01/10/2009,4089.65,0,ACT,ACT TOTAL
2,01/10/2009,1996.25,1,ACT,ACT skill level 1
2,01/10/2009,504.32,2,ACT,ACT skill level 2
2,01/10/2009,314.89,3,ACT,ACT skill level 3
2,01/10/2009,835.09,4,ACT,ACT skill level 4
2,01/10/2009,451.26,5,ACT,ACT skill level 5
0,01/10/2010,205159.7,0,AUST,AUSTRALIAN TOTAL
2,01/10/2010,76193.65,1,AUST,Australia skill level 1
2,01/10/2010,18635.37,2,AUST,Australia skill level 2
2,01/10/2010,24670.12,3,AUST,Australia skill level 3
2,01/10/2010,55482.63,4,AUST,Australia skill level 4
2,01/10/2010,30681.46,5,AUST,Australia skill level 5
1,01/10/2010,67478.57,0,NSW,NSW TOTAL
2,01/10/2010,28543.69,1,NSW,NSW skill level 1
2,01/10/2010,5599.62,2,NSW,NSW skill level 2
2,01/10/2010,7031.34,3,NSW,NSW skill level 3
2,01/10/2010,17815.52,4,NSW,NSW skill level 4
2,01/10/2010,8524.38,5,NSW,NSW skill level 5
1,01/10/2010,49178.05,0,VIC,VIC TOTAL
2,01/10/2010,17923.78,1,VIC,VIC skill level 1
2,01/10/2010,4734.22,2,VIC,VIC skill level 2
2,01/10/2010,5490.55,3,VIC,VIC skill level 3
2,01/10/2010,13611.68,4,VIC,VIC skill level 4
2,01/10/2010,7363.29,5,VIC,VIC skill level 5
1,01/10/2010,40927.62,0,QLD,QLD TOTAL
2,01/10/2010,13758.92,1,QLD,QLD skill level 1
2,01/10/2010,3962.69,2,QLD,QLD skill level 2
2,01/10/2010,5566.59,3,QLD,QLD skill level 3
2,01/10/2010,10858.94,4,QLD,QLD skill level 4
2,01/10/2010,6770.55,5,QLD,QLD skill level 5
1,01/10/2010,11253.59,0,SA,SA TOTAL
2,01/10/2010,3073.76,1,SA,SA skill level 1
2,01/10/2010,955.76,2,SA,SA skill level 2
2,01/10/2010,1527.62,3,SA,SA skill level 3
2,01/10/2010,3164.52,4,SA,SA skill level 4
2,01/10/2010,2482.61,5,SA,SA skill level 5
1,01/10/2010,26160.91,0,WA,WA TOTAL
2,01/10/2010,8638.45,1,WA,WA skill level 1
2,01/10/2010,2277.45,2,WA,WA skill level 2
2,01/10/2010,3951.86,3,WA,WA skill level 3
2,01/10/2010,7260.75,4,WA,WA skill level 4
2,01/10/2010,3865.47,5,WA,WA skill level 5
1,01/10/2010,2169.35,0,TAS,TAS TOTAL
2,01/10/2010,485.2,1,TAS,TAS skill level 1
2,01/10/2010,197.55,2,TAS,TAS skill level 2
2,01/10/2010,287.87,3,TAS,TAS skill level 3
2,01/10/2010,652.43,4,TAS,TAS skill level 4
2,01/10/2010,556.2,5,TAS,TAS skill level 5
1,01/10/2010,3200.21,0,NT,NT TOTAL
2,01/10/2010,770.09,1,NT,NT skill level 1
2,01/10/2010,315.5,2,NT,NT skill level 2
2,01/10/2010,535.11,3,NT,NT skill level 3
2,01/10/2010,967.7,4,NT,NT skill level 4
2,01/10/2010,605.22,5,NT,NT skill level 5
1,01/10/2010,5440.88,0,ACT,ACT TOTAL
2,01/10/2010,2748.43,1,ACT,ACT skill level 1
2,01/10/2010,582.37,2,ACT,ACT skill level 2
2,01/10/2010,382.84,3,ACT,ACT skill level 3
2,01/10/2010,1192.09,4,ACT,ACT skill level 4
2,01/10/2010,521.85,5,ACT,ACT skill level 5
0,01/10/2011,196163.6,0,AUST,AUSTRALIAN TOTAL
2,01/10/2011,72794.8,1,AUST,Australia skill level 1
2,01/10/2011,18260.66,2,AUST,Australia skill level 2
2,01/10/2011,23658.52,3,AUST,Australia skill level 3
2,01/10/2011,52731.9,4,AUST,Australia skill level 4
2,01/10/2011,29129.81,5,AUST,Australia skill level 5
1,01/10/2011,59449.34,0,NSW,NSW TOTAL
2,01/10/2011,23573.57,1,NSW,NSW skill level 1
2,01/10/2011,5180.42,2,NSW,NSW skill level 2
2,01/10/2011,6531.72,3,NSW,NSW skill level 3
2,01/10/2011,15938.19,4,NSW,NSW skill level 4
2,01/10/2011,8164.16,5,NSW,NSW skill level 5
1,01/10/2011,44443.06,0,VIC,VIC TOTAL
2,01/10/2011,15925.84,1,VIC,VIC skill level 1
2,01/10/2011,4236.68,2,VIC,VIC skill level 2
2,01/10/2011,5123.41,3,VIC,VIC skill level 3
2,01/10/2011,12370.22,4,VIC,VIC skill level 4
2,01/10/2011,6763.96,5,VIC,VIC skill level 5
1,01/10/2011,44638.58,0,QLD,QLD TOTAL
2,01/10/2011,15363.22,1,QLD,QLD skill level 1
2,01/10/2011,4187.58,2,QLD,QLD skill level 2
2,01/10/2011,6176.74,3,QLD,QLD skill level 3
2,01/10/2011,12052.84,4,QLD,QLD skill level 4
2,01/10/2011,6865.89,5,QLD,QLD skill level 5
1,01/10/2011,10292.18,0,SA,SA TOTAL
2,01/10/2011,2936.56,1,SA,SA skill level 1
2,01/10/2011,937.55,2,SA,SA skill level 2
2,01/10/2011,1271.22,3,SA,SA skill level 3
2,01/10/2011,2937.43,4,SA,SA skill level 4
2,01/10/2011,2186.92,5,SA,SA skill level 5
1,01/10/2011,27687.11,0,WA,WA TOTAL
2,01/10/2011,10840,1,WA,WA skill level 1
2,01/10/2011,2701.69,2,WA,WA skill level 2
2,01/10/2011,3499.44,3,WA,WA skill level 3
2,01/10/2011,6947.7,4,WA,WA skill level 4
2,01/10/2011,3598.63,5,WA,WA skill level 5
1,01/10/2011,1827.4,0,TAS,TAS TOTAL
2,01/10/2011,440.78,1,TAS,TAS skill level 1
2,01/10/2011,169.12,2,TAS,TAS skill level 2
2,01/10/2011,265.17,3,TAS,TAS skill level 3
2,01/10/2011,492.36,4,TAS,TAS skill level 4
2,01/10/2011,467.79,5,TAS,TAS skill level 5
1,01/10/2011,3236.44,0,NT,NT TOTAL
2,01/10/2011,877.93,1,NT,NT skill level 1
2,01/10/2011,311.81,2,NT,NT skill level 2
2,01/10/2011,510.66,3,NT,NT skill level 3
2,01/10/2011,986.91,4,NT,NT skill level 4
2,01/10/2011,557.62,5,NT,NT skill level 5
1,01/10/2011,5045.44,0,ACT,ACT TOTAL
2,01/10/2011,2604.98,1,ACT,ACT skill level 1
2,01/10/2011,545.3,2,ACT,ACT skill level 2
2,01/10/2011,347.4,3,ACT,ACT skill level 3
2,01/10/2011,999.85,4,ACT,ACT skill level 4
2,01/10/2011,495.54,5,ACT,ACT skill level 5
0,01/10/2012,160514.28,0,AUST,AUSTRALIAN TOTAL
2,01/10/2012,59655.56,1,AUST,Australia skill level 1
2,01/10/2012,14777.5,2,AUST,Australia skill level 2
2,01/10/2012,19095.13,3,AUST,Australia skill level 3
2,01/10/2012,43331.27,4,AUST,Australia skill level 4
2,01/10/2012,23940.18,5,AUST,Australia skill level 5
1,01/10/2012,51518.67,0,NSW,NSW TOTAL
2,01/10/2012,20655.7,1,NSW,NSW skill level 1
2,01/10/2012,4457.14,2,NSW,NSW skill level 2
2,01/10/2012,5452.96,3,NSW,NSW skill level 3
2,01/10/2012,13770.09,4,NSW,NSW skill level 4
2,01/10/2012,7107.74,5,NSW,NSW skill level 5
1,01/10/2012,36243.28,0,VIC,VIC TOTAL
2,01/10/2012,13175.05,1,VIC,VIC skill level 1
2,01/10/2012,3428.82,2,VIC,VIC skill level 2
2,01/10/2012,4129.02,3,VIC,VIC skill level 3
2,01/10/2012,10026.06,4,VIC,VIC skill level 4
2,01/10/2012,5457.7,5,VIC,VIC skill level 5
1,01/10/2012,33845.62,0,QLD,QLD TOTAL
2,01/10/2012,11405.97,1,QLD,QLD skill level 1
2,01/10/2012,3063.82,2,QLD,QLD skill level 2
2,01/10/2012,4532.51,3,QLD,QLD skill level 3
2,01/10/2012,9149.74,4,QLD,QLD skill level 4
2,01/10/2012,5619.52,5,QLD,QLD skill level 5
1,01/10/2012,8104.04,0,SA,SA TOTAL
2,01/10/2012,2344.04,1,SA,SA skill level 1
2,01/10/2012,686.5,2,SA,SA skill level 2
2,01/10/2012,1056.63,3,SA,SA skill level 3
2,01/10/2012,2342.81,4,SA,SA skill level 4
2,01/10/2012,1659.88,5,SA,SA skill level 5
1,01/10/2012,22624.89,0,WA,WA TOTAL
2,01/10/2012,8770.16,1,WA,WA skill level 1
2,01/10/2012,2271.47,2,WA,WA skill level 2
2,01/10/2012,3067.3,3,WA,WA skill level 3
2,01/10/2012,5764.76,4,WA,WA skill level 4
2,01/10/2012,2695.33,5,WA,WA skill level 5
1,01/10/2012,1550.54,0,TAS,TAS TOTAL
2,01/10/2012,421.87,1,TAS,TAS skill level 1
2,01/10/2012,144.12,2,TAS,TAS skill level 2
2,01/10/2012,175.53,3,TAS,TAS skill level 3
2,01/10/2012,408.98,4,TAS,TAS skill level 4
2,01/10/2012,411.43,5,TAS,TAS skill level 5
1,01/10/2012,3202.92,0,NT,NT TOTAL
2,01/10/2012,963.56,1,NT,NT skill level 1
2,01/10/2012,305.56,2,NT,NT skill level 2
2,01/10/2012,438.76,3,NT,NT skill level 3
2,01/10/2012,1007.3,4,NT,NT skill level 4
2,01/10/2012,510.73,5,NT,NT skill level 5
1,01/10/2012,3723.34,0,ACT,ACT TOTAL
2,01/10/2012,1688.36,1,ACT,ACT skill level 1
2,01/10/2012,417.68,2,ACT,ACT skill level 2
2,01/10/2012,286.36,3,ACT,ACT skill level 3
2,01/10/2012,816.44,4,ACT,ACT skill level 4
2,01/10/2012,450.37,5,ACT,ACT skill level 5
0,01/10/2013,139937.25,0,AUST,AUSTRALIAN TOTAL
2,01/10/2013,49746.96,1,AUST,Australia skill level 1
2,01/10/2013,13656.35,2,AUST,Australia skill level 2
2,01/10/2013,16914.33,3,AUST,Australia skill level 3
2,01/10/2013,38986.53,4,AUST,Australia skill level 4
2,01/10/2013,20497.24,5,AUST,Australia skill level 5
1,01/10/2013,48479.64,0,NSW,NSW TOTAL
2,01/10/2013,19044.39,1,NSW,NSW skill level 1
2,01/10/2013,4404.93,2,NSW,NSW skill level 2
2,01/10/2013,5273.98,3,NSW,NSW skill level 3
2,01/10/2013,13032.89,4,NSW,NSW skill level 4
2,01/10/2013,6587.44,5,NSW,NSW skill level 5
1,01/10/2013,33646.08,0,VIC,VIC TOTAL
2,01/10/2013,12414.57,1,VIC,VIC skill level 1
2,01/10/2013,3111.95,2,VIC,VIC skill level 2
2,01/10/2013,3889.18,3,VIC,VIC skill level 3
2,01/10/2013,9297.11,4,VIC,VIC skill level 4
2,01/10/2013,4857.02,5,VIC,VIC skill level 5
1,01/10/2013,27266.33,0,QLD,QLD TOTAL
2,01/10/2013,8380.41,1,QLD,QLD skill level 1
2,01/10/2013,2797.31,2,QLD,QLD skill level 2
2,01/10/2013,3634.36,3,QLD,QLD skill level 3
2,01/10/2013,7819.78,4,QLD,QLD skill level 4
2,01/10/2013,4494.71,5,QLD,QLD skill level 5
1,01/10/2013,7044.61,0,SA,SA TOTAL
2,01/10/2013,1793.05,1,SA,SA skill level 1
2,01/10/2013,694.55,2,SA,SA skill level 2
2,01/10/2013,935.41,3,SA,SA skill level 3
2,01/10/2013,2026.33,4,SA,SA skill level 4
2,01/10/2013,1558.34,5,SA,SA skill level 5
1,01/10/2013,16479.67,0,WA,WA TOTAL
2,01/10/2013,5309.14,1,WA,WA skill level 1
2,01/10/2013,1831.21,2,WA,WA skill level 2
2,01/10/2013,2428.24,3,WA,WA skill level 3
2,01/10/2013,4762.52,4,WA,WA skill level 4
2,01/10/2013,2006.79,5,WA,WA skill level 5
1,01/10/2013,1418.44,0,TAS,TAS TOTAL
2,01/10/2013,354.85,1,TAS,TAS skill level 1
2,01/10/2013,155.4,2,TAS,TAS skill level 2
2,01/10/2013,178.3,3,TAS,TAS skill level 3
2,01/10/2013,433.95,4,TAS,TAS skill level 4
2,01/10/2013,313.68,5,TAS,TAS skill level 5
1,01/10/2013,2595.36,0,NT,NT TOTAL
2,01/10/2013,699.51,1,NT,NT skill level 1
2,01/10/2013,276.32,2,NT,NT skill level 2
2,01/10/2013,419.3,3,NT,NT skill level 3
2,01/10/2013,827.63,4,NT,NT skill level 4
2,01/10/2013,391.93,5,NT,NT skill level 5
1,01/10/2013,3155.08,0,ACT,ACT TOTAL
2,01/10/2013,1497.19,1,ACT,ACT skill level 1
2,01/10/2013,370.11,2,ACT,ACT skill level 2
2,01/10/2013,198.66,3,ACT,ACT skill level 3
2,01/10/2013,744.16,4,ACT,ACT skill level 4
2,01/10/2013,299.99,5,ACT,ACT skill level 5
0,01/10/2014,156140.42,0,AUST,AUSTRALIAN TOTAL
2,01/10/2014,55416.45,1,AUST,Australia skill level 1
2,01/10/2014,15734.64,2,AUST,Australia skill level 2
2,01/10/2014,19007.78,3,AUST,Australia skill level 3
2,01/10/2014,43856.54,4,AUST,Australia skill level 4
2,01/10/2014,22056.18,5,AUST,Australia skill level 5
1,01/10/2014,57648.45,0,NSW,NSW TOTAL
2,01/10/2014,23174.67,1,NSW,NSW skill level 1
2,01/10/2014,5496.96,2,NSW,NSW skill level 2
2,01/10/2014,6036.48,3,NSW,NSW skill level 3
2,01/10/2014,15646.53,4,NSW,NSW skill level 4
2,01/10/2014,7231.57,5,NSW,NSW skill level 5
1,01/10/2014,37449.2,0,VIC,VIC TOTAL
2,01/10/2014,12899.83,1,VIC,VIC skill level 1
2,01/10/2014,3547.71,2,VIC,VIC skill level 2
2,01/10/2014,4352.84,3,VIC,VIC skill level 3
2,01/10/2014,10995.91,4,VIC,VIC skill level 4
2,01/10/2014,5493.96,5,VIC,VIC skill level 5
1,01/10/2014,28298.13,0,QLD,QLD TOTAL
2,01/10/2014,8850.91,1,QLD,QLD skill level 1
2,01/10/2014,3038.31,2,QLD,QLD skill level 2
2,01/10/2014,3787.05,3,QLD,QLD skill level 3
2,01/10/2014,8121.09,4,QLD,QLD skill level 4
2,01/10/2014,4408.45,5,QLD,QLD skill level 5
1,01/10/2014,7138.04,0,SA,SA TOTAL
2,01/10/2014,1995.37,1,SA,SA skill level 1
2,01/10/2014,709.85,2,SA,SA skill level 2
2,01/10/2014,897.99,3,SA,SA skill level 3
2,01/10/2014,2038.44,4,SA,SA skill level 4
2,01/10/2014,1493.47,5,SA,SA skill level 5
1,01/10/2014,18234.39,0,WA,WA TOTAL
2,01/10/2014,5385.91,1,WA,WA skill level 1
2,01/10/2014,2066.53,2,WA,WA skill level 2
2,01/10/2014,3107.96,3,WA,WA skill level 3
2,01/10/2014,5051.34,4,WA,WA skill level 4
2,01/10/2014,2488.17,5,WA,WA skill level 5
1,01/10/2014,1537.17,0,TAS,TAS TOTAL
2,01/10/2014,371.42,1,TAS,TAS skill level 1
2,01/10/2014,154.66,2,TAS,TAS skill level 2
2,01/10/2014,179.95,3,TAS,TAS skill level 3
2,01/10/2014,457.3,4,TAS,TAS skill level 4
2,01/10/2014,390.19,5,TAS,TAS skill level 5
1,01/10/2014,2255.03,0,NT,NT TOTAL
2,01/10/2014,680.26,1,NT,NT skill level 1
2,01/10/2014,287.61,2,NT,NT skill level 2
2,01/10/2014,373.22,3,NT,NT skill level 3
2,01/10/2014,645.35,4,NT,NT skill level 4
2,01/10/2014,286.36,5,NT,NT skill level 5
1,01/10/2014,3711.28,0,ACT,ACT TOTAL
2,01/10/2014,1853.34,1,ACT,ACT skill level 1
2,01/10/2014,396.44,2,ACT,ACT skill level 2
2,01/10/2014,277.18,3,ACT,ACT skill level 3
2,01/10/2014,828.24,4,ACT,ACT skill level 4
2,01/10/2014,321.12,5,ACT,ACT skill level 5
0,01/10/2015,159993.87,0,AUST,AUSTRALIAN TOTAL
2,01/10/2015,59285.8,1,AUST,Australia skill level 1
2,01/10/2015,16721.52,2,AUST,Australia skill level 2
2,01/10/2015,19312.66,3,AUST,Australia skill level 3
2,01/10/2015,43868.47,4,AUST,Australia skill level 4
2,01/10/2015,20895.05,5,AUST,Australia skill level 5
1,01/10/2015,61263.29,0,NSW,NSW TOTAL
2,01/10/2015,24857.48,1,NSW,NSW skill level 1
2,01/10/2015,5944.45,2,NSW,NSW skill level 2
2,01/10/2015,6674.72,3,NSW,NSW skill level 3
2,01/10/2015,16523.83,4,NSW,NSW skill level 4
2,01/10/2015,7243.51,5,NSW,NSW skill level 5
1,01/10/2015,40312,0,VIC,VIC TOTAL
2,01/10/2015,14721.94,1,VIC,VIC skill level 1
2,01/10/2015,4387.67,2,VIC,VIC skill level 2
2,01/10/2015,4418.66,3,VIC,VIC skill level 3
2,01/10/2015,11335.03,4,VIC,VIC skill level 4
2,01/10/2015,5313.39,5,VIC,VIC skill level 5
1,01/10/2015,29091.53,0,QLD,QLD TOTAL
2,01/10/2015,9577.6,1,QLD,QLD skill level 1
2,01/10/2015,3029.87,2,QLD,QLD skill level 2
2,01/10/2015,4025.36,3,QLD,QLD skill level 3
2,01/10/2015,7986.3,4,QLD,QLD skill level 4
2,01/10/2015,4423.11,5,QLD,QLD skill level 5
1,01/10/2015,6541.24,0,SA,SA TOTAL
2,01/10/2015,1930.63,1,SA,SA skill level 1
2,01/10/2015,695.95,2,SA,SA skill level 2
2,01/10/2015,824.95,3,SA,SA skill level 3
2,01/10/2015,1909.44,4,SA,SA skill level 4
2,01/10/2015,1203.96,5,SA,SA skill level 5
1,01/10/2015,14908.63,0,WA,WA TOTAL
2,01/10/2015,4625.45,1,WA,WA skill level 1
2,01/10/2015,1667.58,2,WA,WA skill level 2
2,01/10/2015,2546.86,3,WA,WA skill level 3
2,01/10/2015,4152.66,4,WA,WA skill level 4
2,01/10/2015,1794.07,5,WA,WA skill level 5
1,01/10/2015,1507.32,0,TAS,TAS TOTAL
2,01/10/2015,401.64,1,TAS,TAS skill level 1
2,01/10/2015,169.91,2,TAS,TAS skill level 2
2,01/10/2015,181.19,3,TAS,TAS skill level 3
2,01/10/2015,438.58,4,TAS,TAS skill level 4
2,01/10/2015,338.65,5,TAS,TAS skill level 5
1,01/10/2015,1961.9,0,NT,NT TOTAL
2,01/10/2015,639.22,1,NT,NT skill level 1
2,01/10/2015,243.49,2,NT,NT skill level 2
2,01/10/2015,286.99,3,NT,NT skill level 3
2,01/10/2015,535.24,4,NT,NT skill level 4
2,01/10/2015,256.33,5,NT,NT skill level 5
1,01/10/2015,4695.98,0,ACT,ACT TOTAL
2,01/10/2015,2355.83,1,ACT,ACT skill level 1
2,01/10/2015,547.16,2,ACT,ACT skill level 2
2,01/10/2015,400.9,3,ACT,ACT skill level 3
2,01/10/2015,953.49,4,ACT,ACT skill level 4
2,01/10/2015,406.28,5,ACT,ACT skill level 5
0,01/10/2016,163646.97,0,AUST,AUSTRALIAN TOTAL
2,01/10/2016,61297.49,1,AUST,Australia skill level 1
2,01/10/2016,17118.56,2,AUST,Australia skill level 2
2,01/10/2016,19829.09,3,AUST,Australia skill level 3
2,01/10/2016,44481.18,4,AUST,Australia skill level 4
